WTP,Boost,noBoost,strategy,population
26700,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
26800,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
26900,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
27000,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
27100,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
27200,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
27300,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
27400,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
27500,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
27600,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
27700,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
27800,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
27900,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
28000,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
28100,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
28200,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
28300,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
28400,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
28500,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
28600,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
28700,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
28800,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
28900,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
29000,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
29100,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
29200,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
29300,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
29400,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
29500,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
29600,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
29700,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
29800,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
29900,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
30000,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
30100,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
30200,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
30300,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
30400,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
30500,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
30600,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
30700,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
30800,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
30900,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
31000,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
31100,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
31200,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
31300,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
31400,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
31500,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
31600,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
31700,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
31800,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
31900,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
32000,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
32100,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
32200,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
32300,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
32400,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
32500,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
32600,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
32700,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
32800,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
32900,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
33000,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
33100,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
33200,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
33300,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
33400,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
33500,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
33600,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
33700,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
33800,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
33900,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
34000,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
34100,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
34200,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
34300,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
34400,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
34500,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
34600,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
34700,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
34800,0.9936,0.0064,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
34900,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
35000,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
35100,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
35200,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
35300,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
35400,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
35500,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
35600,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
35700,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
35800,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
35900,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
36000,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
36100,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
36200,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
36300,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
36400,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
36500,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
36600,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
36700,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
36800,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
36900,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
37000,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
37100,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
37200,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
37300,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
37400,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
37500,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
37600,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
37700,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
37800,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
37900,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
38000,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
38100,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
38200,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
38300,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
38400,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
38500,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
38600,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
38700,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
38800,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
38900,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
39000,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
39100,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
39200,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
39300,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
39400,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
39500,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
39600,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
39700,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
39800,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
39900,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
40000,0.9934,0.0066,"High-risk boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
0,0.0266,0.9734,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
100,0.0272,0.9728,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
200,0.028,0.972,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
300,0.029,0.971,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
400,0.0292,0.9708,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
500,0.0298,0.9702,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
600,0.0302,0.9698,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
700,0.0316,0.9684,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
800,0.0328,0.9672,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
900,0.034,0.966,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
1000,0.036,0.964,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
1100,0.0376,0.9624,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
1200,0.0388,0.9612,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
1300,0.0406,0.9594,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
1400,0.0412,0.9588,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
1500,0.0428,0.9572,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
1600,0.0432,0.9568,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
1700,0.0446,0.9554,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
1800,0.0476,0.9524,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
1900,0.05,0.95,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
2000,0.0508,0.9492,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
2100,0.0526,0.9474,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
2200,0.056,0.944,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
2300,0.0578,0.9422,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
2400,0.0606,0.9394,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
2500,0.0634,0.9366,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
2600,0.066,0.934,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
2700,0.0696,0.9304,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
2800,0.0724,0.9276,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
2900,0.0742,0.9258,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
3000,0.0768,0.9232,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
3100,0.0788,0.9212,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
3200,0.0812,0.9188,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
3300,0.0846,0.9154,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
3400,0.087,0.913,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
3500,0.09,0.91,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
3600,0.0924,0.9076,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
3700,0.0948,0.9052,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
3800,0.0982,0.9018,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
3900,0.1018,0.8982,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
4000,0.1044,0.8956,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
4100,0.107,0.893,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
4200,0.1096,0.8904,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
4300,0.1118,0.8882,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
4400,0.1142,0.8858,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
4500,0.1172,0.8828,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
4600,0.1188,0.8812,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
4700,0.1224,0.8776,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
4800,0.1252,0.8748,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
4900,0.1272,0.8728,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
5000,0.1298,0.8702,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
5100,0.1316,0.8684,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
5200,0.1342,0.8658,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
5300,0.1362,0.8638,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
5400,0.1386,0.8614,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
5500,0.1402,0.8598,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
5600,0.1414,0.8586,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
5700,0.143,0.857,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
5800,0.1448,0.8552,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
5900,0.146,0.854,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
6000,0.1484,0.8516,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
6100,0.1494,0.8506,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
6200,0.1518,0.8482,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
6300,0.1542,0.8458,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
6400,0.1556,0.8444,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
6500,0.1564,0.8436,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
6600,0.1584,0.8416,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
6700,0.1592,0.8408,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
6800,0.161,0.839,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
6900,0.1624,0.8376,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
7000,0.1642,0.8358,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
7100,0.166,0.834,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
7200,0.1678,0.8322,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
7300,0.1692,0.8308,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
7400,0.1712,0.8288,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
7500,0.1728,0.8272,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
7600,0.174,0.826,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
7700,0.175,0.825,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
7800,0.177,0.823,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
7900,0.1784,0.8216,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
8000,0.1794,0.8206,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
8100,0.1802,0.8198,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
8200,0.1824,0.8176,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
8300,0.1834,0.8166,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
8400,0.1848,0.8152,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
8500,0.1858,0.8142,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
8600,0.1874,0.8126,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
8700,0.1888,0.8112,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
8800,0.1898,0.8102,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
8900,0.1912,0.8088,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
9000,0.1926,0.8074,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
9100,0.194,0.806,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
9200,0.196,0.804,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
9300,0.1962,0.8038,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
9400,0.1972,0.8028,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
9500,0.1984,0.8016,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
9600,0.1998,0.8002,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
9700,0.2008,0.7992,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
9800,0.202,0.798,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
9900,0.2022,0.7978,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
10000,0.2026,0.7974,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
10100,0.2032,0.7968,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
10200,0.2048,0.7952,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
10300,0.2052,0.7948,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
10400,0.2066,0.7934,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
10500,0.2078,0.7922,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
10600,0.2088,0.7912,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
10700,0.2092,0.7908,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
10800,0.2094,0.7906,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
10900,0.2098,0.7902,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
11000,0.2106,0.7894,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
11100,0.2114,0.7886,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
11200,0.213,0.787,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
11300,0.2134,0.7866,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
11400,0.2144,0.7856,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
11500,0.215,0.785,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
11600,0.2154,0.7846,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
11700,0.2168,0.7832,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
11800,0.2172,0.7828,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
11900,0.2172,0.7828,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
12000,0.2184,0.7816,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
12100,0.2188,0.7812,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
12200,0.2198,0.7802,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
12300,0.221,0.779,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
12400,0.2216,0.7784,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
12500,0.222,0.778,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
12600,0.223,0.777,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
12700,0.2234,0.7766,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
12800,0.2236,0.7764,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
12900,0.2236,0.7764,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
13000,0.2244,0.7756,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
13100,0.2254,0.7746,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
13200,0.226,0.774,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
13300,0.2266,0.7734,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
13400,0.2268,0.7732,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
13500,0.2274,0.7726,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
13600,0.2276,0.7724,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
13700,0.228,0.772,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
13800,0.2284,0.7716,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
13900,0.229,0.771,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
14000,0.23,0.77,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
14100,0.2304,0.7696,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
14200,0.231,0.769,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
14300,0.2318,0.7682,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
14400,0.2324,0.7676,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
14500,0.2324,0.7676,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
14600,0.2326,0.7674,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
14700,0.2328,0.7672,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
14800,0.2334,0.7666,"Paediatric boosting, immune escape starts 2.5yr, boosting at 2.0yr",younger
