population size,population type,scenario,1st year vaccination coverage,transmission potential level,boosting starts,immune escape starts,time period,iteration,total_infections_all_ages,total_symptomatic_infections_all_ages,total_admissions_all_ages,total_ward_occupancy_all_ages,total_ICU_admissions_all_ages,total_ICU_occupancy_all_ages,total_deaths_all_ages,total_deaths_ages_0-9,total_deaths_ages_10-19,total_deaths_ages_20-29,total_deaths_ages_30-39,total_deaths_ages_40-49,total_deaths_ages_50-59,total_deaths_ages_60-69,total_deaths_ages_70-79,total_deaths_ages_80+
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4218,125039,33666,86,346,10,121,5,0,0,1,0,1,0,0,3,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4219,125039,33666,101,483,10,67,5,0,0,0,0,1,2,1,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4220,125039,33666,85,343,12,88,3,0,0,0,0,1,1,1,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4221,123386,33200,98,391,11,54,7,0,0,1,0,1,1,1,3,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4222,123386,33200,108,393,8,47,2,0,0,0,0,0,2,0,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4223,123386,33200,84,345,7,79,3,0,0,0,0,1,1,1,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4224,123386,33200,89,451,10,79,4,0,0,0,0,1,1,1,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4225,123386,33200,86,288,16,90,3,0,0,0,0,0,2,1,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4226,122511,33111,95,550,7,28,4,1,0,0,0,0,1,1,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4227,122511,33111,106,663,10,68,6,0,0,0,0,0,4,0,1,1
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4228,122511,33111,80,288,6,55,2,0,0,0,0,0,0,0,1,1
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4229,122511,33111,88,271,10,119,4,0,0,0,0,2,2,0,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4230,122511,33111,99,466,10,39,1,0,0,0,0,0,1,0,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4231,125104,33876,92,301,4,14,2,0,0,0,0,0,0,0,2,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4232,125104,33876,100,569,8,35,3,0,0,1,0,0,1,0,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4233,125104,33876,91,386,6,65,2,0,0,0,0,1,0,0,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4234,125104,33876,97,429,10,34,5,0,0,0,1,0,0,1,3,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4235,125104,33876,96,342,4,10,4,1,0,0,0,0,1,1,0,1
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4236,123539,33428,99,983,11,90,6,0,0,0,0,0,4,0,1,1
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4237,123539,33428,104,448,7,22,3,0,0,0,0,2,0,0,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4238,123539,33428,105,446,11,72,5,0,0,0,1,1,1,0,2,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4239,123539,33428,87,435,6,29,3,0,0,0,0,0,1,0,2,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4240,123539,33428,77,396,4,12,2,0,0,0,0,0,0,2,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4241,123540,33373,91,361,8,47,2,0,0,0,0,1,0,1,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4242,123540,33373,101,807,7,56,4,0,0,0,1,0,2,0,0,1
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4243,123540,33373,102,485,11,93,12,0,0,1,1,2,3,2,3,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4244,123540,33373,92,616,11,51,9,0,0,1,0,0,5,2,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4245,123540,33373,108,613,11,43,5,0,0,0,0,1,1,2,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4246,124768,33681,102,303,7,87,3,0,0,0,0,1,1,1,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4247,124768,33681,105,405,16,137,5,0,0,0,0,1,2,1,0,1
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4248,124768,33681,96,412,12,75,5,0,0,0,0,2,2,0,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4249,124768,33681,101,561,8,53,4,0,0,0,0,0,2,1,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4250,124768,33681,81,301,4,24,3,0,0,0,0,0,1,1,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4251,124003,33420,103,402,9,104,5,0,0,0,0,1,1,1,2,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4252,124003,33420,125,534,11,51,10,0,0,0,3,1,2,0,4,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4253,124003,33420,96,542,8,54,5,0,0,0,0,0,4,0,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4254,124003,33420,91,691,10,57,3,1,0,0,0,0,1,1,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4255,124003,33420,94,379,9,75,5,0,0,0,1,0,2,1,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4256,124672,33785,88,306,7,39,2,0,0,0,0,0,2,0,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4257,124672,33785,110,576,6,57,9,0,0,1,0,3,1,0,2,2
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4258,124672,33785,83,527,7,60,4,0,1,0,1,0,0,1,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4259,124672,33785,94,401,6,28,4,1,0,0,1,0,1,0,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4260,124672,33785,90,471,8,31,4,1,1,0,0,0,0,0,2,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4261,124660,33735,103,831,6,33,5,1,0,0,0,0,2,1,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4262,124660,33735,106,439,10,88,4,0,0,0,0,0,2,0,2,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4263,124660,33735,99,408,7,28,3,0,0,0,1,1,1,0,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4264,124660,33735,82,356,7,17,3,0,0,0,0,0,1,1,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4265,124660,33735,98,569,10,59,4,0,0,0,0,0,0,2,2,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4266,124002,33430,92,366,9,82,8,0,0,0,0,0,5,2,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4267,124002,33430,106,501,3,5,1,0,0,0,0,1,0,0,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4268,124002,33430,100,952,10,66,9,0,0,2,1,1,3,1,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4269,124002,33430,93,672,9,78,4,0,0,0,0,1,0,1,2,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4270,124002,33430,98,317,13,84,4,0,0,0,0,1,0,3,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4271,123194,33468,103,639,7,65,4,0,0,0,0,1,1,0,2,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4272,123194,33468,109,522,14,76,4,0,0,0,0,0,4,0,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4273,123194,33468,86,384,9,38,2,0,0,0,0,1,0,1,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4274,123194,33468,105,672,7,28,4,0,0,0,0,0,1,2,0,1
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4275,123194,33468,89,330,8,52,2,0,0,0,0,0,0,1,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4276,124149,33811,102,356,8,86,3,0,0,0,0,1,1,1,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4277,124149,33811,93,452,10,97,6,0,0,0,1,0,1,3,0,1
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4278,124149,33811,93,577,7,34,3,0,0,0,0,0,0,1,2,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4279,124149,33811,92,422,6,48,4,0,0,0,0,1,1,1,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4280,124149,33811,84,395,8,29,2,0,0,0,0,1,1,0,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4281,124533,33680,90,359,8,64,5,0,0,0,0,1,0,2,1,1
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4282,124533,33680,108,495,7,29,3,0,0,0,0,0,3,0,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4283,124533,33680,87,319,6,25,5,0,0,0,1,1,1,2,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4284,124533,33680,90,332,6,22,1,0,0,0,0,0,1,0,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4285,124533,33680,83,510,4,2,2,0,0,0,0,0,0,1,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4286,124059,33294,87,334,5,17,1,0,0,0,0,0,1,0,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4287,124059,33294,100,411,9,48,2,0,0,0,0,0,0,0,2,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4288,124059,33294,84,310,7,36,3,0,0,0,0,0,2,1,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4289,124059,33294,93,313,8,77,4,0,0,0,0,1,2,0,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4290,124059,33294,90,622,9,61,5,1,0,0,0,1,1,0,1,1
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4291,124448,33700,111,604,10,86,3,0,0,0,0,1,1,1,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4292,124448,33700,105,318,11,76,4,0,0,0,1,0,1,0,2,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4293,124448,33700,90,348,9,47,2,0,0,0,0,0,1,1,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4294,124448,33700,95,511,8,43,3,0,0,0,0,1,0,0,2,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4295,124448,33700,98,321,6,26,2,0,0,0,0,0,0,2,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4296,122783,33103,96,522,15,56,4,0,0,0,0,0,1,2,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4297,122783,33103,95,416,7,24,2,0,0,0,0,0,0,2,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4298,122783,33103,98,511,11,53,6,0,0,0,0,3,3,0,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4299,122783,33103,106,520,11,129,6,0,0,0,0,1,1,3,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4300,122783,33103,93,329,5,17,0,0,0,0,0,0,0,0,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4301,124224,33577,91,536,8,38,3,0,0,0,0,1,1,0,0,1
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4302,124224,33577,110,565,6,51,8,0,0,0,0,0,2,2,4,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4303,124224,33577,76,464,4,14,1,0,0,0,0,0,1,0,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4304,124224,33577,101,533,12,88,8,0,0,0,0,2,3,3,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4305,124224,33577,95,442,9,33,7,0,0,0,0,1,2,1,2,1
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4306,124506,33324,96,356,10,283,6,0,0,0,1,0,2,2,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4307,124506,33324,92,300,9,35,5,0,0,0,1,1,1,1,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4308,124506,33324,88,451,12,30,4,0,0,0,0,0,1,1,2,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4309,124506,33324,81,281,10,31,3,0,0,0,0,1,1,1,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4310,124506,33324,96,430,11,46,4,0,0,1,0,1,0,2,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4311,124018,33541,87,440,5,13,2,0,0,0,0,0,0,1,0,1
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4312,124018,33541,110,534,12,70,7,0,0,0,0,1,4,0,2,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4313,124018,33541,99,412,10,49,2,0,0,0,0,1,1,0,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4314,124018,33541,92,358,7,35,1,0,0,0,0,0,0,1,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4315,124018,33541,91,345,9,89,2,0,0,0,1,0,1,0,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4316,123780,33418,93,669,10,241,3,0,0,0,1,0,1,1,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4317,123780,33418,110,666,11,63,8,1,0,0,0,0,2,1,3,1
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4318,123780,33418,90,559,9,43,6,0,1,0,0,1,0,2,2,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4319,123780,33418,89,425,7,34,5,0,0,0,0,0,3,0,2,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4320,123780,33418,98,568,5,17,1,0,0,0,0,1,0,0,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4321,125163,33869,104,586,13,97,7,0,0,0,0,1,3,1,2,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4322,125163,33869,103,350,11,40,3,0,0,0,0,1,1,1,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4323,125163,33869,99,595,11,64,3,0,0,1,0,0,2,0,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4324,125163,33869,88,464,10,80,6,0,0,1,0,0,4,0,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4325,125163,33869,99,512,11,48,4,0,0,0,1,0,2,1,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4326,124250,33684,94,392,11,115,3,0,0,0,0,0,3,0,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4327,124250,33684,108,416,10,88,2,0,0,0,0,0,1,1,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4328,124250,33684,90,314,8,77,6,0,0,0,0,1,2,0,3,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4329,124250,33684,81,285,5,83,3,0,0,0,0,1,1,1,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4330,124250,33684,91,334,5,22,3,0,0,0,0,0,1,1,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4331,123272,33226,86,423,9,203,3,0,0,0,0,0,0,2,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4332,123272,33226,99,445,10,66,5,0,0,0,0,2,0,2,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4333,123272,33226,98,466,13,76,2,0,0,0,0,0,1,1,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4334,123272,33226,82,477,5,29,2,0,0,0,0,0,1,1,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4335,123272,33226,85,334,5,20,3,0,0,0,0,0,2,0,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4336,123788,33609,84,382,5,45,2,0,0,0,0,0,0,1,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4337,123788,33609,102,359,6,40,5,0,0,0,1,1,0,3,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4338,123788,33609,91,328,10,47,6,1,0,0,0,1,3,0,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4339,123788,33609,97,563,14,65,10,1,0,0,1,1,3,4,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4340,123788,33609,88,517,9,25,9,0,0,2,0,2,2,2,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4341,122252,33089,95,374,6,106,4,0,0,0,0,1,2,0,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4342,122252,33089,112,751,5,111,11,1,0,1,0,0,1,1,6,1
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4343,122252,33089,87,499,11,197,9,0,0,0,0,2,1,1,5,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4344,122252,33089,89,404,9,109,6,0,0,1,0,0,3,0,2,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4345,122252,33089,87,264,3,16,2,0,0,0,0,0,2,0,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4346,123166,33007,95,375,5,76,3,0,0,1,1,0,1,0,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4347,123166,33007,98,422,7,69,6,0,0,0,0,1,0,1,3,1
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4348,123166,33007,81,223,7,70,3,0,0,0,0,0,3,0,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4349,123166,33007,90,346,7,55,4,1,0,0,0,0,2,1,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4350,123166,33007,83,363,11,61,5,0,0,0,0,1,1,3,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4351,122985,33200,101,294,6,161,3,0,0,0,0,2,0,1,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4352,122985,33200,98,452,10,167,5,0,0,0,0,1,2,0,2,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4353,122985,33200,76,313,4,14,2,0,0,1,0,0,1,0,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4354,122985,33200,88,505,3,16,4,0,0,0,0,0,0,1,2,1
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4355,122985,33200,88,323,5,48,4,0,0,0,1,0,0,0,3,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4356,122982,33126,91,499,14,126,4,0,0,1,0,0,1,0,2,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4357,122982,33126,89,611,11,65,6,1,0,0,0,0,3,0,2,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4358,122982,33126,101,378,11,61,2,0,0,0,0,0,2,0,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4359,122982,33126,84,306,6,48,1,0,0,0,0,0,1,0,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4360,122982,33126,100,450,7,34,2,0,0,0,1,0,1,0,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4361,123807,33489,99,722,10,95,5,0,0,1,1,1,0,0,2,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4362,123807,33489,111,439,12,48,5,0,0,0,1,1,1,0,2,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4363,123807,33489,96,527,9,37,4,0,0,0,0,0,2,1,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4364,123807,33489,92,531,14,65,5,0,0,0,0,3,0,1,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4365,123807,33489,97,248,7,38,1,0,0,0,0,0,0,0,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4366,122925,33056,86,366,10,47,4,0,0,0,0,1,1,0,2,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4367,122925,33056,107,530,16,74,5,0,1,0,1,2,0,0,0,1
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4368,122925,33056,85,419,10,63,2,0,0,0,0,0,1,1,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4369,122925,33056,87,499,7,24,3,0,0,1,0,0,1,0,0,1
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4370,122925,33056,93,357,8,48,6,0,0,0,0,0,1,3,2,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4371,124369,33568,97,538,12,212,8,0,0,0,0,1,2,1,4,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4372,124369,33568,105,539,15,59,10,0,0,0,1,3,2,1,2,1
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4373,124369,33568,102,463,15,74,7,0,0,0,0,2,5,0,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4374,124369,33568,119,421,8,54,2,0,0,0,0,1,0,1,0,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4375,124369,33568,103,425,6,20,2,0,0,0,0,0,0,1,1,0
100000,younger,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4376,123911,33387,92,445,7,42,2,0,0,0,0,0,0,1,1,0
