group,popType,scenarioBoostStart,scenarioImmuneEscape,scenarioVaxCoverage,scenario,vaxCoverage,tpLevel,boostStart,immuneEscape,ageScenario,nVaxDoses,nAsymptom,nHomecare,nAdmitWard,nAdmitICU,nOccupyWard,nOccupyICU,nDeaths,costHome,costWard,costICU,costDeath,costDoses,costDisease,cost,yldAsymptom,yldHomecare,yldAdmitWard,yldAdmitICU,yll,yllU,yld,daly,dalyU,daly0,cost0,iDaly,iCost,icer
B,Younger,High-risk boosting at 2.50 yr,"High-risk boosting, immune escape 2.25 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,high TP,2.50 yr,2.25 yr,No,11000,90961.62599999999,35451.4224,147.5836,15.977,1109.9066,124.5596,12.0966,1841419.3657976673,58150.98271107126,67626.27447602311,780.2307000000001,213271.1428571429,1967976.8536847616,2181247.9965419043,0,34.674404922739726,1.6529363200000002,0.3857679479452055,150.52921844311695,198.73803136477392,36.71310919068493,187.2423276338019,235.45114055545884,206.94985657094026,1993736.9478543121,19.707528937138363,187511.04868759215,9514.691024212178
B,Younger,High-risk boosting at 1.75 yr,"High-risk boosting, immune escape 2.50 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,high TP,1.75 yr,2.50 yr,No,11000,93810.668,35916.815,120.07880000000002,13.1022,753.5616,98.2308,8.3834,1865592.8090144035,39481.112711040005,53331.762809123764,540.7293,213271.1428571429,1958946.4138345674,2172217.5566917104,0,35.1295971369863,1.3448825600000003,0.31635531123287675,112.97536894852234,155.7570155444708,36.790835008219176,149.76620395674152,192.54785055268997,237.38317992553817,2239512.39779714,87.61697596879665,-67294.84110542946,-768.0571072139651
B,Younger,High-risk boosting at 2.00 yr,"High-risk boosting, immune escape 2.50 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,high TP,2.00 yr,2.50 yr,No,11000,93775.817,36614.883,124.65320000000001,13.8428,804.7338,107.3408,9.0338,1901851.8882507742,42162.16147450125,58277.79154136576,582.6800999999999,213271.1428571429,2002874.5213666412,2216145.664223784,0,35.812365016438356,1.3961158400000004,0.334237250410959,120.08256796810772,165.06437373238944,37.542718106849314,157.62528607495705,202.60709183923876,237.38317992553817,2239512.39779714,79.75789385058113,-23366.733573355712,-292.97079505548476
B,Younger,High-risk boosting at 2.25 yr,"High-risk boosting, immune escape 2.50 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,high TP,2.25 yr,2.50 yr,No,11000,95862.73,36745.1868,117.35759999999999,13.0926,764.0498,101.2762,8.4264,1908620.1340506107,40030.61763052625,54985.18058093164,543.5028,213271.1428571429,2004179.4350620685,2217450.5779192112,0,35.93981284273973,1.31440512,0.316123517260274,111.6249134923989,153.22578894979435,37.57034148,149.1952549723989,190.79613042979435,237.38317992553817,2239512.39779714,88.18792495313926,-22061.81987792859,-250.16826158061502
B,Younger,High-risk boosting at 2.50 yr,"High-risk boosting, immune escape 2.50 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,high TP,2.50 yr,2.50 yr,No,11000,97082.27000000002,37495.9012,128.6252,14.9116,825.0244,113.8408,8.9974,1947613.7749473203,43225.2404126725,61806.79118566576,580.3323,213271.1428571429,2053226.1388456584,2266497.281702801,0,36.67407322849315,1.4406022400000003,0.3600436460273973,122.01365497204682,167.15400721525953,38.474719114520546,160.48837408656738,205.62872632978008,237.38317992553817,2239512.39779714,76.8948058389708,26984.883905661292,350.9324669103355
B,Younger,Random boosting at 1.75 yr,"Random boosting, immune escape 1.50 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,1.75 yr,1.50 yr,No,11000,114456.97199999998,41880.582,138.73999999999998,15.65,1012.6646,120.7664,11.326,2175363.0609099963,53056.21360095875,65566.85886821408,730.527,213271.1428571429,2294716.660379169,2507987.8032363118,0,40.962651435616436,1.553888,0.3778724657534247,140.55369751674053,185.57871531951417,42.894411901369864,183.4481094181104,228.47312722088404,187.11516340688158,2419793.1089738896,3.667053988771187,88194.69426242216,24050.557895379065
B,Younger,Random boosting at 2.00 yr,"Random boosting, immune escape 1.50 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,2.00 yr,1.50 yr,No,11000,113014.03,41391.783800000005,137.70659999999998,15.8906,1008.4204,123.8052,11.577,2149973.88297261,52833.8485831975,67216.69334807544,746.7165,213271.1428571429,2270771.141403883,2484042.284261026,0,40.484566620821916,1.54231392,0.38368180219178083,144.03660426088635,190.32831014583658,42.410562343013694,186.44716660390003,232.7388724888503,187.11516340688158,2419793.1089738896,0.6679968029815484,64249.17528713634,96181.86045257324
B,Younger,Random boosting at 2.25 yr,"Random boosting, immune escape 1.50 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,2.25 yr,1.50 yr,No,11000,114779.97099999999,42056.32,139.7362,16.2048,1025.4656,126.4744,11.846,2184491.2519556265,53726.892313640004,68665.86347893169,764.067,213271.1428571429,2307648.074748198,2520919.2176053408,0,41.134537643835614,1.5650454400000002,0.3912682257534247,146.91115023207848,193.61715689862004,43.090851309589034,190.0020015416675,236.70800820820907,187.11516340688158,2419793.1089738896,-2.8868381347859327,101126.10863145115,-35030.05846185066
B,Younger,Random boosting at 2.50 yr,"Random boosting, immune escape 1.50 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,2.50 yr,1.50 yr,No,11000,111100.22499999998,40699.693400000004,134.8872,15.3994,990.5186,119.1238,11.2942,2114025.2925024386,51895.92528199625,64675.05351194836,728.4759,213271.1428571429,2231324.7471963833,2444595.890053526,0,39.80764532547945,1.5107366400000004,0.371821677260274,140.50363283939816,185.50531406023845,41.69020364273972,182.1938364821379,227.19551770297818,187.11516340688158,2419793.1089738896,4.921326924743681,24802.78107963642,5039.856416555425
B,Younger,Random boosting at 1.75 yr,"Random boosting, immune escape 1.75 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,1.75 yr,1.75 yr,No,11000,101017.52800000002,38383.54,151.168,16.108,1149.8692,123.6424,12.817,1993719.5491447868,60244.73047479251,67128.30548006127,826.6965,213271.1428571429,2121919.2815996404,2335190.424456783,0,37.54225693150685,1.6930816000000004,0.38893096986301373,156.94092670900432,206.5767732744605,39.62426950136986,196.56519621037418,246.20104277583036,225.8578349744924,2210367.1184125044,29.29263876411821,124823.30604427867,4261.251676553633
B,Younger,Random boosting at 2.00 yr,"Random boosting, immune escape 1.75 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,2.00 yr,1.75 yr,No,11000,102433.57,39214.8516,156.96900000000002,17.1744,1204.4872,134.755,13.4538,2036899.573403905,63106.31393930501,73161.59185656099,867.7701,213271.1428571429,2174035.2492997707,2387306.3921569134,0,38.355348003287666,1.7580528000000004,0.4146794169863014,164.67087160480622,216.51064166524682,40.52808022027397,205.1989518250802,257.0387218855208,225.8578349744924,2210367.1184125044,20.65888314941219,176939.27374440897,8564.803453542136
B,Younger,Random boosting at 2.25 yr,"Random boosting, immune escape 1.75 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,2.25 yr,1.75 yr,No,11000,100489.76500000001,38616.8824,154.7542,17.5324,1206.0184,138.6394,13.6962,2005839.830508214,63186.537612834996,75270.52204399467,883.4049,213271.1428571429,2145180.2950650435,2358451.437922186,0,37.770484977534245,1.7332470400000002,0.4233234005479452,167.13554927064501,219.53317815543423,39.92705541808219,207.06260468872722,259.4602335735164,225.8578349744924,2210367.1184125044,18.79523028576517,148084.31950968178,7878.824428229299
B,Younger,Random boosting at 2.50 yr,"Random boosting, immune escape 1.75 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,2.50 yr,1.75 yr,No,11000,99290.862,38084.9544,153.3442,16.7114,1185.8622,131.4768,13.2074,1978210.4025727634,62130.500251023754,71381.78160518495,851.8773,213271.1428571429,2112574.561728972,2325845.7045861147,0,37.250215673424655,1.7174550400000002,0.40350018684931516,161.12307598415322,211.62342413059028,39.37117090027397,200.49424688442718,250.99459503086425,225.8578349744924,2210367.1184125044,25.363588090065207,115478.5861736103,4552.927833536403
B,Younger,Random boosting at 1.75 yr,"Random boosting, immune escape 2.00 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,1.75 yr,2.00 yr,No,11000,102469.467,40087.3344,175.5348,19.6938,1278.646,147.4894,14.582,2082218.1139724033,66991.6923095875,80075.39079046468,940.5390000000001,213271.1428571429,2230225.7360724555,2443496.8789295983,0,39.20870789260274,1.9659897600000003,0.4755108476712329,180.8291701470514,239.29617454969804,41.65020850027397,222.47937864732538,280.946383049972,231.6333361369173,2365134.305296409,9.153957489591932,78362.57363318931,8560.513168461588
B,Younger,Random boosting at 2.00 yr,"Random boosting, immune escape 2.00 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,2.00 yr,2.00 yr,No,11000,104718.228,40871.2094,173.5954,20.1632,1288.3642,153.6096,14.6894,2122934.1842354867,67500.85486451125,83398.18827093313,947.4662999999999,213271.1428571429,2274780.693670931,2488051.8365280735,0,39.97540207068493,1.9442684800000005,0.4868446071232877,182.21281164554674,241.00680391719203,42.406515157808215,224.61932680335497,283.41331907500023,231.6333361369173,2365134.305296409,7.014009333562342,122917.53123166459,17524.574802531104
B,Younger,Random boosting at 2.25 yr,"Random boosting, immune escape 2.00 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,2.25 yr,2.00 yr,No,11000,102553.67399999998,40659.112400000005,177.213,20.9366,1340.4932,161.6956,15.1808,2111917.432387821,70232.0329453925,87788.26382844233,979.1616,213271.1428571429,2270916.890761656,2484188.033618799,0,39.767953772054796,1.9847856000000001,0.5055185090410959,187.37568763447507,247.28202327378884,42.258257881095894,229.63394551557096,289.5402811548847,231.6333361369173,2365134.305296409,1.9993906213463504,119053.72832239,59545.006889259865
B,Younger,Random boosting at 2.50 yr,"Random boosting, immune escape 2.00 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,2.50 yr,2.00 yr,No,11000,100129.80799999999,39848.8512,175.55360000000002,20.6172,1313.9682,156.395,15.089,2069830.8089457536,68842.31707523625,84910.446056969,973.2405,213271.1428571429,2224556.8125779587,2437827.9554351014,0,38.97545172164383,1.9662003200000004,0.49780653041095896,186.5903359084648,246.61493340450718,41.43945857205479,228.02979448051957,288.054391976562,231.6333361369173,2365134.305296409,3.603541656397738,72693.65013869246,20172.83469156849
B,Younger,Random boosting at 1.75 yr,"Random boosting, immune escape 2.25 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,1.75 yr,2.25 yr,No,11000,84633.88200000001,33182.4966,141.60360000000003,16.6408,1079.3364,135.2234,12.5858,1723566.7205487147,56549.3279667225,73415.89700015947,811.7841000000001,213271.1428571429,1854343.7296155966,2067614.8724727395,0,32.45520900328766,1.5859603200000005,0.40179553534246576,156.7031133729377,206.78891384530118,34.44296485863013,191.14607823156783,241.2318787039313,206.94985657094026,1993736.9478543121,15.803778339372428,73877.92461842741,4674.700127524132
B,Younger,Random boosting at 2.00 yr,"Random boosting, immune escape 2.25 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,2.00 yr,2.25 yr,No,11000,87203.322,33875.339,140.50699999999998,16.032,1071.5252,127.5952,12.1864,1759554.3714364753,56140.078254942506,69274.37160221345,786.0228000000001,213271.1428571429,1885754.8440936313,2099025.986950774,0,33.132865816438354,1.5736784,0.3870959342465754,151.9667849690865,200.91200547457004,35.09364015068493,187.06042511977142,236.00564562525497,206.94985657094026,1993736.9478543121,19.889431451168832,105289.03909646207,5293.71789007446
B,Younger,Random boosting at 2.25 yr,"Random boosting, immune escape 2.25 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,2.25 yr,2.25 yr,No,11000,88897.367,34463.666,141.575,15.645,1063.1666,121.4416,11.8116,1790113.2787490813,55702.148789446255,65933.44049280352,761.8482,213271.1428571429,1912510.716231331,2125781.859088474,0,33.708297978082186,1.5856400000000002,0.37775173972602744,147.15769914333703,194.5263913577323,35.67168971780821,182.82938886114525,230.19808107554053,206.94985657094026,1993736.9478543121,24.120467709795008,132044.91123416182,5474.3926536938625
B,Younger,Random boosting at 2.50 yr,"Random boosting, immune escape 2.25 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,2.50 yr,2.25 yr,No,11000,91264.59400000001,35578.731199999995,148.1602,16.1856,1099.785,124.1624,12.6386,1848032.0451737267,57620.684948531256,67410.62545160529,815.1897,213271.1428571429,1973878.5452738632,2187149.688131006,0,34.7989233928767,1.6593942400000004,0.3908046378082192,157.80745384906177,208.2690741404719,36.849122270684916,194.6565761197467,245.11819641115682,206.94985657094026,1993736.9478543121,12.293280451193567,193412.74027669383,15733.208157462575
B,Younger,Random boosting at 1.75 yr,"Random boosting, immune escape 2.50 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,1.75 yr,2.50 yr,No,11000,93669.31700000001,37594.1742,172.0876,19.7932,1265.7426,158.553,14.5332,1952718.2755028477,66315.64858634626,86082.0739388766,937.3914000000001,213271.1428571429,2106053.3894280707,2319324.5322852135,0,36.77019229972603,1.9273811200000004,0.4779108810958904,181.13591066826413,239.2074511883759,39.175484300821914,220.31139496908605,278.3829354891978,237.38317992553817,2239512.39779714,17.07178495645212,79812.13448807364,4675.090196582484
B,Younger,Random boosting at 2.00 yr,"Random boosting, immune escape 2.50 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,2.00 yr,2.50 yr,No,11000,94614.78300000001,37958.162,174.53040000000001,20.1786,1312.9258,161.9388,15.306,1971624.5460685692,68787.70294430126,87920.30270744135,987.237,213271.1428571429,2129319.788720312,2342590.931577455,0,37.1262022849315,1.9547404800000003,0.4872164432876713,190.6368824262846,251.7328346636137,39.56815920821917,230.20504163450374,291.3009938718329,237.38317992553817,2239512.39779714,7.178138291034429,103078.53378031496,14360.065186966534
B,Younger,Random boosting at 2.25 yr,"Random boosting, immune escape 2.50 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,2.25 yr,2.50 yr,No,11000,95330.19400000002,37912.000199999995,170.07240000000002,19.7924,1278.8992,155.8112,15.0066,1969226.8077910754,67004.95813648001,84593.48759660864,967.9257,213271.1428571429,2121793.179224164,2335064.322081307,0,37.08105225041095,1.9048108800000005,0.4778915649315069,187.48406662943148,248.2068285100053,39.46375469534245,226.94782132477394,287.6705832053477,237.38317992553817,2239512.39779714,10.435358600764232,95551.92428416712,9156.553975746401
B,Younger,Random boosting at 2.50 yr,"Random boosting, immune escape 2.50 yr","Random boosting, coverage 80%",Random boosting,80%,high TP,2.50 yr,2.50 yr,No,11000,96768.708,38574.121400000004,171.6606,20.643,1296.693,163.7402,15.5968,2003618.7367362229,67937.22302810625,88898.32423963243,1005.9936,213271.1428571429,2161460.2776039615,2374731.4204611043,0,37.728661204931505,1.92259872,0.49842947671232884,195.28389832623793,258.6041319953937,40.14968940164384,235.4335877278818,298.75382139703754,237.38317992553817,2239512.39779714,1.9495921976563864,135219.02266396442,69357.59325797048
C,Younger,No further vaccination at Never,"No further vaccination, immune escape 2.00 yr","No further vaccination, coverage 20.0%",No further vaccination,20.0%,low TP,Never,2.00 yr,No,0,57935.78700000001,26930.6468,186.8414,20.6168,1457.2104,158.1758,16.0448,845327.0149778379,59439.226055244,54911.778687879116,1034.8896,0,960712.909320961,960712.909320961,0,26.340386048219173,2.0926236800000004,0.4977968723287672,193.84688229444794,254.3868006722089,28.93080660054794,222.7776888949959,283.31760727275685,222.7776888949959,960712.909320961,0,0,NA
C,Younger,Pediatric vaccination at 2.00 yr,"Pediatric vaccination, immune escape 2.00 yr","Pediatric vaccination, coverage 20.0%",Pediatric vaccination,20.0%,low TP,2.00 yr,2.00 yr,No,11000,56790.75,26491.472999999998,185.8424,20.5406,1446.1434,156.134,15.7748,831541.773198555,58987.806057999,54202.95426767759,1017.4746,188276.00000000003,945750.0081242316,1134026.0081242316,0,25.91083797534246,2.08143488,0.49595700767123296,190.93354464353732,250.87011562196454,28.488229863013693,219.421774506551,279.35834548497826,222.7776888949959,960712.909320961,3.355914388444887,173313.0988032706,51644.07632090489
C,Younger,High-risk boosting at 2.00 yr,"High-risk boosting, immune escape 2.00 yr","High-risk boosting, coverage 20.0%",High-risk boosting,20.0%,low TP,2.00 yr,2.00 yr,No,11000,55019.46399999999,24845.1004,140.01440000000002,16.1932,962.053,120.5224,10.6662,779863.726034114,39241.886925955,41840.15099485536,687.9698999999999,188276.00000000003,861633.7338549243,1049909.7338549243,0,24.300550254246573,1.5681612800000004,0.3909881413698631,140.87454327358856,191.21970772240934,26.25969967561644,167.134242949205,217.47940739802578,222.7776888949959,960712.909320961,55.64344594579089,89196.82453396334,1603.0068414681025
C,Younger,Random vaccination at 2.00 yr,"Random vaccination, immune escape 2.00 yr","Random vaccination, coverage 20.0%",Random vaccination,20.0%,low TP,2.00 yr,2.00 yr,No,11000,55049.693,25411.696799999998,168.2378,19.3494,1269.5564,146.7808,14.5038,797648.640264588,51784.869123553995,50955.928816101114,935.4951,188276.00000000003,901324.933304243,1089600.933304243,0,24.854728103013695,1.8842633600000003,0.46719523890410963,180.2846170748775,239.14520163388033,27.206186701917808,207.4908037767953,266.35138833579816,222.7776888949959,960712.909320961,15.286885118200587,128888.02398328204,8431.28099587978
B,Younger,No further vaccination at Never,"No further vaccination, immune escape 2.00 yr","No further vaccination, coverage 50.0%",No further vaccination,50.0%,low TP,Never,2.00 yr,No,0,47583.933000000005,22563.1058,176.2682,20.088,1449.2612,154.9738,16.063,1171973.8492823257,75930.6800995925,84138.84385781837,1036.0635,0,1333079.4367397365,1333079.4367397365,0,22.068571974246574,1.9742038400000004,0.485028887671233,191.4727661579904,250.18464340863721,24.52780470191781,216.0005708599082,274.71244811055504,216.0005708599082,1333079.4367397365,0,0,NA
B,Younger,Pediatric vaccination at 2.00 yr,"Pediatric vaccination, immune escape 2.00 yr","Pediatric vaccination, coverage 50.0%",Pediatric vaccination,50.0%,low TP,2.00 yr,2.00 yr,No,11000,46728.058999999994,22210.375600000003,176.01000000000002,19.9064,1442.1832,153.2768,15.8408,1153652.3214786437,75559.844701705,83217.50348914496,1021.7316,213271.1428571429,1313451.4012694936,1526722.5441266366,0,21.72357284712329,1.9713120000000004,0.4806441183561645,188.65360562966936,246.55306016977624,24.175528965479455,212.82913459514882,270.7285891352557,216.0005708599082,1333079.4367397365,3.171436264759393,193643.1073869001,61058.489347125884
B,Younger,High-risk boosting at 2.00 yr,"High-risk boosting, immune escape 2.00 yr","High-risk boosting, coverage 50.0%",High-risk boosting,50.0%,low TP,2.00 yr,2.00 yr,No,11000,44503.856,20324.2388,119.17139999999999,14.0828,808.3276,106.5528,8.5652,1055682.5195655997,42350.4502923775,57849.968199872164,552.4554,213271.1428571429,1156435.3934578495,1369706.5363149925,0,19.87877603178082,1.33471968,0.34003209972602744,117.4278868121639,161.03680418934104,21.553527811506846,138.98141462367076,182.5903320008479,216.0005708599082,1333079.4367397365,77.01915623623745,36627.099575256,475.5583073763015
B,Younger,Random vaccination at 2.00 yr,"Random vaccination, immune escape 2.00 yr","Random vaccination, coverage 50.0%",Random vaccination,50.0%,low TP,2.00 yr,2.00 yr,No,11000,45860.26899999999,21668.2618,169.4372,19.648,1395.0904,153.9018,15.5998,1125493.822264627,73092.52664213501,83556.83037801996,1006.1871,213271.1428571429,1283149.3663847821,1496420.509241925,0,21.193340993424655,1.8976966400000002,0.474404997260274,186.8833215217929,244.8006049343356,23.565442630684927,210.44876415247785,268.36604756502055,216.0005708599082,1333079.4367397365,5.551806707430359,163341.07250218862,29421.24629151411
C,Younger,No further vaccination at Never,"No further vaccination, immune escape 2.00 yr","No further vaccination, coverage 20.0%",No further vaccination,20.0%,high TP,Never,2.00 yr,No,0,177629.606,64730.319800000005,191.87640000000002,22.6358,1368.7292,180.937,15.7066,2031822.273763393,55830.101354762,62813.4803203068,1013.0757,0,2151478.931138462,2151478.931138462,0,63.31157306465753,2.1490156800000006,0.5465460421917808,206.64983980213174,278.95693981060487,66.0071347868493,272.65697458898103,344.96407459745416,272.65697458898103,2151478.931138462,0,0,NA
C,Younger,Pediatric vaccination at 2.00 yr,"Pediatric vaccination, immune escape 2.00 yr","Pediatric vaccination, coverage 20.0%",Pediatric vaccination,20.0%,high TP,2.00 yr,2.00 yr,No,11000,174337.229,63726.0468,191.6496,22.3656,1351.6126,177.2358,15.2644,2000299.1134168378,55131.919776660994,61528.58417766312,984.5538,188276.00000000003,2117944.171171162,2306220.171171162,0,62.32931152767122,2.14647552,0.540022007671233,200.9711756744843,271.5856005376265,65.01580905534246,265.98698472982676,336.60140959296893,272.65697458898103,2151478.931138462,6.669989859154271,154741.2400326999,23199.621483730487
C,Younger,High-risk boosting at 2.00 yr,"High-risk boosting, immune escape 2.00 yr","High-risk boosting, coverage 20.0%",High-risk boosting,20.0%,high TP,2.00 yr,2.00 yr,No,11000,173389.86099999998,62455.3536,163.7196,19.4118,1054.2876,152.213,11.6892,1960413.280087776,43004.111817786004,52841.75309635319,753.9534,188276.00000000003,2057013.0984019153,2245289.0984019153,0,61.086469137534245,1.8336595200000003,0.46870189972602744,164.07452006003942,226.95815566723493,63.38883055726027,227.46335061729968,290.3469862244952,272.65697458898103,2151478.931138462,45.19362397168135,93810.16726345336,2075.7389874783107
C,Younger,Random vaccination at 2.00 yr,"Random vaccination, immune escape 2.00 yr","Random vaccination, coverage 20.0%",Random vaccination,20.0%,high TP,2.00 yr,2.00 yr,No,11000,173716.35,63087.4576,179.299,21.2414,1235.8364,166.8956,13.9728,1980254.4146674161,50409.439259353996,57938.91512595984,901.2456,188276.00000000003,2089504.01465273,2277780.01465273,0,61.70471880328767,2.0081488000000003,0.512877967671233,187.24871831275064,254.19582950246874,64.2257455709589,251.47446388370955,318.4215750734277,272.65697458898103,2151478.931138462,21.182510705271483,126301.08351426804,5962.517157271482
B,Younger,No further vaccination at Never,"No further vaccination, immune escape 2.00 yr","No further vaccination, coverage 50.0%",No further vaccination,50.0%,high TP,Never,2.00 yr,No,0,146259.304,54183.3906,172.4278,20.5686,1250.8894,164.0242,13.9288,2814396.094736647,65537.44961320376,89052.51437793724,898.4076,0,2969884.466327788,2969884.466327788,0,52.99580943616438,1.9311913600000001,0.49663307342465757,182.07950551363297,245.2191980443324,55.42363386958904,237.503139383222,300.64283191392144,237.503139383222,2969884.466327788,0,0,NA
B,Younger,Pediatric vaccination at 2.00 yr,"Pediatric vaccination, immune escape 2.00 yr","Pediatric vaccination, coverage 50.0%",Pediatric vaccination,50.0%,high TP,2.00 yr,2.00 yr,No,11000,143461.285,53335.1032,173.13240000000002,20.4654,1245.3432,162.184,13.8722,2770334.312715676,65246.869324455,88053.4274324848,894.7569,213271.1428571429,2924529.366372616,3137800.5092297588,0,52.16611463671232,1.9390828800000004,0.49414128821917813,181.0735700694723,243.8600536490333,54.5993388049315,235.67290887440382,298.45939245396477,237.503139383222,2969884.466327788,1.8302305088181754,167916.0429019709,91745.84408517941
B,Younger,High-risk boosting at 2.00 yr,"High-risk boosting, immune escape 2.00 yr","High-risk boosting, coverage 50.0%",High-risk boosting,50.0%,high TP,2.00 yr,2.00 yr,No,11000,141810.416,51925.3762,145.5858,17.06,908.5534,132.5784,10.0546,2697110.2099138703,47601.548684803754,71979.86560644048,648.5217,213271.1428571429,2817340.1459051147,3030611.2887622574,0,50.78728576273972,1.6305609600000004,0.41191720547945204,140.51915321744764,194.3238550061969,52.82976392821918,193.3489171456668,247.1536189344161,237.503139383222,2969884.466327788,44.15422223755519,60726.82243446959,1375.334438182418
B,Younger,Random vaccination at 2.00 yr,"Random vaccination, immune escape 2.00 yr","Random vaccination, coverage 50.0%",Random vaccination,50.0%,high TP,2.00 yr,2.00 yr,No,11000,142655.859,52834.1952,168.0834,19.7344,1189.3816,156.0162,13.3306,2744316.1270057857,62314.891053415,84704.78681615964,859.8237,213271.1428571429,2892195.6285753604,3105466.771432503,0,51.67618544219178,1.8825340800000003,0.4764911430136987,173.74487629380795,233.76084847897644,54.035210665205476,227.78008695901343,287.7960591441819,237.503139383222,2969884.466327788,9.72305242420856,135582.30510471528,13944.417780484346
A,Older,6-monthly boosting at 1.75 yr,"6-monthly boosting, immune escape 1.50 yr","6-monthly boosting, coverage 80%",6-monthly boosting,80%,high TP,1.75 yr,1.50 yr,No,33000,103894.86700000001,46079.1346,285.0162,31.4212,2698.6924,243.2486,31.4318,3442802.541639,947544.635295,630871.9334365,2027.3510999999999,1352719.5,5023246.4614705,6375965.9614705,0,45.0691809649315,3.1921814400000006,0.7586713304109589,450.2338118794556,617.6844268838666,49.02003373534246,499.253845614798,666.7044606192092,607.6859729347217,5775661.924608501,108.43212731992367,600304.036861999,5536.219307870179
A,Older,6-monthly boosting at 1.75 yr,"6-monthly boosting, immune escape 2.50 yr","6-monthly boosting, coverage 80%",6-monthly boosting,80%,high TP,1.75 yr,2.50 yr,No,33000,91085.448,42890.3176,274.83820000000003,31.4102,2203.3658,256.6218,26.1782,3204550.0794840003,773629.2744525,665555.6953995001,1688.4939,1352719.5,4645423.543236,5998143.043236,0,41.95025584438356,3.078187840000001,0.758405733150685,404.3886462723587,573.7993761628,45.78684941753425,450.17549568989295,619.5862255803341,746.7802425199991,6099952.694102501,296.60474683010614,-101809.6508665001,-343.2502411190884
B,Younger,6-monthly boosting at 1.75 yr,"6-monthly boosting, immune escape 1.50 yr","6-monthly boosting, coverage 80%",6-monthly boosting,80%,high TP,1.75 yr,1.50 yr,No,33000,96968.525,34500.7096,98.76660000000001,11.0508,711.2356,86.3878,8.0978,1792037.3990748955,37263.5400844525,46901.92545720916,522.3081,639813.4285714286,1876725.1727165573,2516538.601287986,0,33.74452966356164,1.1061859200000004,0.2668238367123288,104.04918798044424,141.06682811026397,35.11753942027397,139.16672740071823,176.18436753053794,187.11516340688158,2419793.1089738896,47.94843600616335,96745.49231409654,2017.698602341498
B,Younger,6-monthly boosting at 1.75 yr,"6-monthly boosting, immune escape 2.50 yr","6-monthly boosting, coverage 80%",6-monthly boosting,80%,high TP,1.75 yr,2.50 yr,No,33000,90466.149,33402.209599999995,85.972,8.7684,455.7564,63.4432,4.3568,1734979.063008562,23878.2997928475,34444.77388203904,281.0136,639813.4285714286,1793583.1502834486,2433396.5788548775,0,32.670106375890406,0.9628864,0.2117148197260274,67.55011849404772,99.62521490479877,33.844707595616434,101.39482608966415,133.4699225004152,237.38317992553817,2239512.39779714,135.98835383587402,193884.18105773767,1425.7410696487937
B,Younger,No further boosting at Never,"No further boosting, immune escape 2.00 yr","No further boosting, coverage 80%",No further boosting,80%,low TP,Never,2.00 yr,Yes,0,42775.947,20563.709600000002,166.1284,18.592,1344.0984,144.644,15.219,1068121.1225555623,70420.919039835,78530.5576230968,981.6255,0,1218054.224718494,1218054.224718494,0,20.11299815671233,1.8606380800000002,0.4489076602739726,181.44267607043187,237.44238792608553,22.422543896986305,203.86521996741817,259.86493182307186,203.86521996741817,1218054.224718494,0,0,NA
B,Younger,boosting 65+ at 2.00 yr,"boosting 65+, immune escape 2.00 yr","boosting 65+, coverage 80%",boosting 65+,80%,low TP,2.00 yr,2.00 yr,Yes,3804,41154.022,19270.114,122.4466,14.6724,887.128,112.233,10.1392,1000929.1221197587,46479.01453195001,60933.8795505726,653.9784000000001,73753.03885714286,1108995.9946022811,1182749.033459424,0,18.8477553369863,1.3714019200000003,0.35426811287671234,131.9427122689759,178.15796684162117,20.573425369863013,152.5161376388389,198.73139221148418,203.86521996741817,1218054.224718494,51.34908232857927,-35305.19125907007,-687.5525259274267
